date,ticker,open,high,low,close,adj_close,volume,daily_return,log_return,return_5d_forward,return_10d_forward,rolling_volatility_20d,volume_ma_20d,volume_std_20d,volume_zscore,low_5d_forward,drawdown_5d_forward
2022-01-18,AAPL,171.50999450683594,172.5399932861328,169.41000366210938,169.8000030517578,166.00277709960938,90956700,-0.018894112983626976,-0.01907488740640033,-0.05901062480786101,0.028327429164577644,0.013803213324418372,90505581.81818181,10951940.170017201,0.041190709117750655,154.6999969482422,-0.08892818511265221
2022-01-19,AAPL,170.0,171.0800018310547,165.94000244140625,166.22999572753906,162.51258850097656,94815000,-0.021024777738847034,-0.02124894600464516,-0.03934303948880713,0.05781147119863328,0.013776193667575785,90864700.0,10516106.3893785,0.37564283335797083,154.6999969482422,-0.06936172216592751
2022-01-20,AAPL,166.97999572753906,169.67999267578125,164.17999267578125,164.50999450683594,160.83108520507812,91420500,-0.010347117036099251,-0.010401020604998803,-0.0321560601955585,0.050999937206245516,0.013150755441328875,90907453.84615384,10069585.313260209,0.05095007767306474,154.6999969482422,-0.05963162048604964
2022-01-21,AAPL,164.4199981689453,166.3300018310547,162.3000030517578,162.41000366210938,158.77809143066406,122848900,-0.01276512622240289,-0.012847300505206391,0.04876545773265728,0.06144939044704567,0.01265139818811008,93188985.71428572,12902412.224246895,2.2987883017700987,154.6999969482422,-0.04747248654650427
2022-01-24,AAPL,160.02000427246094,162.3000030517578,154.6999969482422,161.6199951171875,158.00570678710938,162294600,-0.00486428500159064,-0.00487615414144106,0.081425591261572,0.062121079372896126,0.012197149320739802,97796026.66666667,21747500.129586875,2.965792525531925,157.02000427246094,-0.02846176824464819
2022-01-25,AAPL,158.97999572753906,162.75999450683594,157.02000427246094,159.77999877929688,156.20687866210938,115798400,-0.011384707297859231,-0.01145000917961982,0.09281513296003507,0.09419203383864261,0.01177902073823978,98921175.0,21486713.370034054,0.7854726178614841,157.82000732421875,-0.012266813556466749
2022-01-26,AAPL,163.5,164.38999938964844,157.82000732421875,159.69000244140625,156.11888122558594,108275300,-0.0005632515870458432,-0.0005634102728104683,0.10113340628453038,0.10388875999909808,0.011554825634767068,99471417.64705883,20927755.773888998,0.42067971587883013,158.27999877929688,-0.008829630161892754
2022-01-27,AAPL,162.4499969482422,163.83999633789062,158.27999877929688,159.22000122070312,155.65936279296875,121954600,-0.0029432100539642514,-0.002947549813983801,0.08591880775593452,0.08101993341026947,0.011257077320224872,100720483.33333333,20983110.722148452,1.0119622847080187,162.8000030517578,0.022484623813639137
2022-01-28,AAPL,165.7100067138672,170.35000610351562,162.8000030517578,170.3300018310547,166.52093505859375,179935700,0.06977766942076213,0.06745084129532589,0.012094155676913632,-0.009921930506890497,0.02129389157916247,104889705.26315789,27314760.598407306,2.7474520403161784,169.50999450683594,-0.004814227179026798
2022-01-31,AAPL,170.16000366210938,175.0,169.50999450683594,174.77999877929688,170.87139892578125,115541600,0.026125737688043937,0.02579029059264355,-0.017850984889451027,-0.033756688051786665,0.02177931109309127,105422300.0,26692715.698916025,0.3791034270975635,170.67999267578125,-0.02345809664807752
2022-02-01,AAPL,174.00999450683594,174.83999633789062,172.30999755859375,174.61000061035156,170.70518493652344,86213900,-0.0009726408635577499,-0.0009731141856222916,0.001259957734002004,-0.010423270819866493,0.021199465256956745,104508600.0,27036926.921371426,-0.6766560435364751,170.67999267578125,-0.022507347350283036
2022-02-02,AAPL,174.75,175.8800048828125,173.3300018310547,175.83999633789062,171.90768432617188,84914300,0.007044245594408194,0.0070195507993890734,0.0025022887316303866,-0.01871015329078385,0.021128195737535705,103788795.0,27372158.207863145,-0.6895508515137093,170.67999267578125,-0.029344880400213436
2022-02-03,AAPL,174.47999572753906,176.24000549316406,172.1199951171875,172.89999389648438,169.03341674804688,89418100,-0.016719759455390393,-0.016861112440536424,-0.004511271294571961,-0.023250371055991148,0.020604140235449653,103532820.0,27486922.877320945,-0.5135067342021703,170.67999267578125,-0.012839799300584431
2022-02-04,AAPL,171.67999267578125,174.10000610351562,170.67999267578125,172.38999938964844,168.74961853027344,82465400,-0.0029496502304173777,-0.002954009022042268,-0.021753001991281273,-0.029526053459666413,0.020257850748883626,102810890.0,27857304.558823574,-0.7303466836512628,168.0399932861328,-0.025233517715162912
2022-02-07,AAPL,172.86000061035156,173.9499969482422,170.9499969482422,171.66000366210938,168.0349884033203,77251200,-0.004234559603942367,-0.004243550742781456,-0.0161947962250365,-0.0427589198491366,0.020282200775023296,102337995.0,28222906.380278658,-0.88888063695417,166.55999755859375,-0.029709926568301404
2022-02-08,AAPL,171.72999572753906,175.35000610351562,171.42999267578125,174.8300018310547,171.13803100585938,74829200,0.018466725511581794,0.018298286059323026,-0.011668526703404236,-0.08442483756934993,0.020696578189594392,100741175.0,28855584.04457537,-0.8979882354823192,166.55999755859375,-0.047303118376973874
2022-02-09,AAPL,176.0500030517578,176.64999389648438,174.89999389648438,176.27999877929688,172.55743408203125,71285000,0.008293753549481586,0.00825954936608848,-0.021159494856867078,-0.07680958350291867,0.020440409039958404,100498510.0,29092806.9802739,-1.004148895629354,166.55999755859375,-0.055139558021398694
2022-02-10,AAPL,174.13999938964844,175.47999572753906,171.5500030517578,172.1199951171875,168.48529052734375,90865900,-0.02359884099680365,-0.023881753447243893,-0.018824020022595644,-0.04223791087561979,0.02112923807620064,101301545.0,28563116.292344112,-0.3653538673158401,166.55999755859375,-0.03230303111970367
2022-02-11,AAPL,172.3300018310547,173.0800018310547,168.0399932861328,168.63999938964844,165.07876586914062,98670700,-0.020218427993619836,-0.020425617868005615,-0.00794589861681938,-0.020872890685488255,0.0211849678407465,102009790.0,28299128.413189877,-0.11799267988916899,166.19000244140625,-0.01452797057109434
2022-02-14,AAPL,167.3699951171875,169.5800018310547,166.55999755859375,168.8800048828125,165.31370544433594,86185500,0.0014231824835904128,0.0014221707192360556,-0.02700140589028277,-0.03363339513468,0.02114652781793808,102297025.0,28097114.906636067,-0.5734227536719341,162.14999389648438,-0.0398508455219323
2022-02-15,AAPL,170.97000122070312,172.9499969482422,170.25,172.7899932861328,169.14112854003906,62527400,0.023152465006342826,0.022888513016406736,-0.0736152928766558,-0.036055303950515594,0.021364692657742993,100875560.0,29390401.496217135,-1.3047851695709507,159.75,-0.07546729436200128
2022-02-16,AAPL,171.85000610351562,173.33999633789062,170.0500030517578,172.5500030517578,168.90618896484375,61177400,-0.0013889128057177347,-0.001389878239147457,-0.056853070907516345,-0.036627106418091526,0.02073714747685288,99193680.0,30689238.140508514,-1.2387495520724607,152.0,-0.11909592980762607
2022-02-17,AAPL,171.02999877929688,171.91000366210938,168.47000122070312,168.8800048828125,165.31370544433594,69589300,-0.021269186346200564,-0.021498634777259173,-0.023863090139613186,-0.03381102882978604,0.021219469469734766,98102120.0,31361159.63421533,-0.9091762017910918,152.0,-0.09995265510873064
2022-02-18,AAPL,169.82000732421875,170.5399932861328,166.19000244140625,167.3000030517578,163.76707458496094,82772700,-0.009355766137921773,-0.009399806218967926,-0.013030531349696894,-0.047818289623850374,0.02111208714965424,96098310.0,30974698.711671796,-0.43020951144808656,152.0,-0.09145249714684367
2022-02-22,AAPL,164.97999572753906,166.69000244140625,162.14999389648438,164.32000732421875,160.8500213623047,91162800,-0.017812287347162448,-0.01797283548086231,-0.00681603168241518,-0.0418695507311998,0.021518301784708472,92541720.0,26772561.607904702,-0.05150497065595951,152.0,-0.07497569848515295
2022-02-23,AAPL,165.5399932861328,166.14999389648438,159.75,160.07000732421875,156.68978881835938,90009200,-0.02586416632525068,-0.02620452543819213,0.04054469880312839,0.017992062799060626,0.02219150156156603,91252260.0,26208593.806560155,-0.04742948092426291,152.0,-0.05041548669310114
2022-02-24,AAPL,152.5800018310547,162.85000610351562,152.0,162.74000549316406,159.30337524414062,141147500,0.01668019020913314,0.016542603707790798,0.021445189360778327,-0.025930939401869413,0.02248837457558499,92895870.0,28281144.363991845,1.7061413561975591,160.8699951171875,-0.011490784766227113
2022-02-25,AAPL,163.83999633789062,165.1199951171875,160.8699951171875,164.85000610351562,161.36878967285156,91974200,0.012965469700934706,0.012882137519657203,-0.010191130557285932,-0.061389202312930546,0.022615780233841802,91396850.0,27441936.665746503,0.021038967002669974,161.97000122070312,-0.01747045663440272
2022-02-28,AAPL,163.05999755859375,165.4199981689453,162.42999267578125,165.1199951171875,161.63308715820312,95056600,0.0016377858882354879,0.001636446179498877,-0.035247046012199634,-0.08781492507742139,0.01604117172277599,87152895.0,17950488.34003586,0.44030584852513327,159.0399932861328,-0.03682171760445874
2022-03-01,AAPL,164.6999969482422,166.60000610351562,161.97000122070312,163.1999969482422,159.75367736816406,83474400,-0.011627896231359958,-0.011696028891390823,-0.03529408464794692,-0.049693632120125564,0.014801309340136997,85549535.0,16667614.500116693,-0.12450101962614216,155.8000030517578,-0.04534310070380232
2022-03-02,AAPL,164.38999938964844,167.36000061035156,162.9499969482422,166.55999755859375,163.04270935058594,79724800,0.02058823941900667,0.020379166378330118,-0.021673875259764053,-0.041846789882733826,0.015736707212740404,85225080.0,16717086.791965444,-0.3290214418605245,155.8000030517578,-0.06460131282753356
2022-03-03,AAPL,168.47000122070312,168.91000366210938,165.5500030517578,166.22999572753906,162.7196807861328,76678400,-0.001981279033932526,-0.0019832443635776787,-0.046381469369194184,-0.03374842540179501,0.015585153554959975,84813285.0,16826227.143432807,-0.4834645895752694,155.8000030517578,-0.062744347854503
2022-03-04,AAPL,164.49000549316406,165.5500030517578,162.10000610351562,163.1699981689453,159.72425842285156,83737200,-0.01840821534766368,-0.018579754964044178,-0.05172521012513287,0.004964132914649477,0.015669492036348338,84529240.0,16792317.297640365,-0.04716680765145478,154.5,-0.05313475679498658
2022-03-07,AAPL,163.36000061035156,165.02000427246094,159.0399932861328,159.3000030517578,155.93597412109375,96418800,-0.02371756548762427,-0.024003354807916127,-0.05448843545690396,0.03816699130306511,0.016354814203812632,85226910.0,16990746.424448077,0.6587050221581748,150.10000610351562,-0.05775264765847521
2022-03-08,AAPL,158.82000732421875,162.8800048828125,155.8000030517578,157.44000244140625,154.1153106689453,131148300,-0.011676086470301161,-0.011744787262459548,-0.014926359673998468,0.07228153395797698,0.016449274005470547,87921765.0,19714997.03971774,2.192571214335768,150.10000610351562,-0.046620910976054586
2022-03-09,AAPL,161.47999572753906,163.41000366210938,159.41000366210938,162.9499969482422,159.5089111328125,91454900,0.034997423916368176,0.03439893774454232,-0.02061982616310698,0.04455360479651316,0.017990509268141157,88753050.0,19483040.056296747,0.13867702330811488,150.10000610351562,-0.07885849085844476
2022-03-10,AAPL,160.1999969482422,160.38999938964844,155.97999572753906,158.52000427246094,155.17247009277344,105342000,-0.027186209013482565,-0.027562591280962515,0.013247481630880742,0.09809489422565743,0.018522415240836036,90455900.0,19363903.852434203,0.7687551081353202,150.10000610351562,-0.05311631303310582
2022-03-11,AAPL,158.92999267578125,159.27999877929688,154.5,154.72999572753906,151.4625244140625,96970100,-0.02390870831928371,-0.0241991603852047,0.059781556617426235,0.1291928265051081,0.01853879658338105,90761110.0,19418735.275742568,0.31974224437551946,150.10000610351562,-0.029923025605043563
2022-03-14,AAPL,151.4499969482422,154.1199951171875,150.10000610351562,150.6199951171875,147.43931579589844,108732100,-0.026562403695717718,-0.026921558634101297,0.09799502220233913,0.16584790729074728,0.018861674966618648,91264180.0,19761727.488935467,0.8839267725850505,150.3800048828125,-0.0015933491047339654
2022-03-15,AAPL,150.89999389648438,155.57000732421875,150.3800048828125,155.08999633789062,151.81491088867188,92964300,0.029677342754030223,0.029245493703443242,0.08852931401465058,0.15391070307314725,0.02040014774538159,91603120.0,19728141.007456977,0.06899687099182289,154.4600067138672,-0.004062090649940453
2022-03-16,AAPL,157.0500030517578,160.0,154.4600067138672,159.58999633789062,156.21986389160156,102300200,0.02901541109199557,0.028602433505549644,0.06654558944591638,0.11391696441974242,0.0208488522646924,93591760.0,18616245.94782458,0.4677871158560641,157.6300048828125,-0.012281418008985634
2022-03-17,AAPL,158.61000061035156,161.0,157.6300048828125,160.6199951171875,157.2281036376953,75615400,0.006454030972694147,0.006433292896427292,0.08373809373620134,0.08710002439582332,0.020969206076170355,94313660.0,17542075.198381875,-1.0659092375641381,159.75999450683594,-0.005354256235184818
2022-03-18,AAPL,160.50999450683594,164.47999572753906,159.75999450683594,163.97999572753906,160.51719665527344,123511700,0.020918943546848645,0.02070314675272604,0.06549582737524351,0.06299550006220578,0.02119437595218195,97009780.0,17685280.743262187,1.498529787834825,163.00999450683594,-0.005915363129505358
2022-03-21,AAPL,163.50999450683594,166.35000610351562,163.00999450683594,165.3800048828125,161.8876190185547,95811400,0.008537682593916074,0.008501442705563926,0.061797078963354624,0.07896962857056389,0.0212122270539049,97661715.0,17370354.702322584,-0.10652142870476877,164.91000366210938,-0.002841947072357187
2022-03-22,AAPL,165.50999450683594,169.4199981689453,164.91000366210938,168.82000732421875,165.25498962402344,81532000,0.0208005946295855,0.0205872161215274,0.06006396724159946,0.03696238575793398,0.021297557080179535,97180175.0,17690540.76942267,-0.8845504048721444,167.64999389648438,-0.006930537714569418
2022-03-23,AAPL,167.99000549316406,172.63999938964844,167.64999389648438,170.2100067138672,166.6156463623047,98062700,0.008233617636201895,0.008199906324137448,0.0444157056600234,0.009517625599479551,0.02032883974378871,97582850.0,17610198.07173644,0.0272484158352618,170.2100067138672,0.0
2022-03-24,AAPL,171.05999755859375,174.13999938964844,170.2100067138672,174.07000732421875,170.3941192626953,90131400,0.02267787120671727,0.022424550976409316,0.00310216156380716,-0.011087538653201334,0.02057973380134492,95032045.0,14363285.984007806,-0.34119246845439244,172.0,-0.011891809255589969
2022-03-25,AAPL,173.8800048828125,175.27999877929688,172.75,174.72000122070312,171.0303497314453,80546200,0.003734094727035453,0.003727140302264343,-0.002346632665091719,-0.026499569885899632,0.020461141430597803,94460645.0,14714359.315110683,-0.9456371631288613,171.94000244140625,-0.01591116506338175
2022-03-28,AAPL,172.1699981689453,175.72999572753906,172.0,175.60000610351562,171.8917999267578,90371900,0.005036657947940837,0.005024016415912028,0.01617309931194688,-0.05609342688581165,0.020462383016043622,94226410.0,14741635.243932683,-0.26147099261504436,171.94000244140625,-0.0208428447317468
2022-03-29,AAPL,176.69000244140625,179.00999450683594,176.33999633789062,178.9600067138672,175.18081665039062,100589400,0.019134399166084615,0.018953638738817526,-0.02179262968797846,-0.0631426163825809,0.020438950181961756,95082160.0,14580513.573165504,0.3777123468500945,171.94000244140625,-0.03922666522741569
2022-03-30,AAPL,178.5500030517578,179.61000061035156,176.6999969482422,177.77000427246094,174.01597595214844,92633200,-0.006649544014093012,-0.006671750729656784,-0.03341397479128283,-0.04145812116132286,0.02023934182322097,95727580.0,14144096.228819486,-0.21877537807576605,170.1300048828125,-0.04297687577224174
2022-03-31,AAPL,177.83999633789062,178.02999877929688,174.39999389648438,174.61000061035156,170.92269897460938,103049300,-0.017775797863323284,-0.017935684938688707,-0.014145817605344502,-0.05337613705767452,0.020764028632239057,97046125.0,13488823.465563329,0.44504808112627275,169.85000610351562,-0.027260720979309983
2022-04-01,AAPL,174.02999877929688,174.8800048828125,171.94000244140625,174.30999755859375,170.62904357910156,78751300,-0.0017181321270783867,-0.0017196098088923953,-0.024209748607704418,-0.05300895165963737,0.02020018282294163,96796830.0,13790440.984518008,-1.3085535132820636,169.1999969482422,-0.029315591084406067
2022-04-04,AAPL,174.57000732421875,178.49000549316406,174.44000244140625,178.44000244140625,174.67181396484375,76468400,0.023693448113463633,0.0234171147213519,-0.07111635433637264,-0.061869583018791086,0.01961119122049603,95799310.0,14521400.224238938,-1.3312015164855169,165.5,-0.07251738547613684
2022-04-05,AAPL,177.5,178.3000030517578,174.4199981689453,175.05999755859375,171.3632049560547,73401800,-0.018941968373500706,-0.019123665583828355,-0.04227118701979615,-0.04472753307581834,0.020016482339223717,92911985.0,12756659.090854855,-1.5294118045364002,165.5,-0.054609834867579976
2022-04-06,AAPL,172.36000061035156,173.6300048828125,170.1300048828125,171.8300018310547,168.20143127441406,89058800,-0.018450792714411857,-0.01862313174332769,-0.008322224985927162,-0.03148462785578365,0.019431581138384717,92792180.0,12782289.444120076,-0.2920744375505732,165.5,-0.036838746223598506
2022-04-07,AAPL,171.16000366210938,173.36000061035156,169.85000610351562,172.13999938964844,168.50485229492188,77594700,0.0018040944846089424,0.0018024690608060298,-0.03979322718603162,-0.06012551493094764,0.018110550741232603,91404815.0,12854082.555821273,-1.0743757821709154,165.0399932861328,-0.04124553345352566
2022-04-08,AAPL,171.77999877929688,171.77999877929688,169.1999969482422,170.08999633789062,166.49815368652344,76575500,-0.01190892912179875,-0.011980408480080076,-0.029513722862921754,-0.0423892739744387,0.017308340431797554,90385085.0,13193819.385298131,-1.0466707627806409,163.57000732421875,-0.03833258365600556
2022-04-11,AAPL,168.7100067138672,169.02999877929688,165.5,165.75,162.24978637695312,72246700,-0.025515882364234077,-0.025847058129606793,0.009954714307597978,-0.05399696499693629,0.017209564199853054,88560815.0,13045042.131027779,-1.2505988739734841,163.57000732421875,-0.013152293669871806
2022-04-12,AAPL,168.02000427246094,169.8699951171875,166.63999938964844,167.66000366210938,164.11947631835938,79265200,0.01152340067637625,0.011457511986214218,-0.002564761572097507,-0.0661457479163644,0.016290232547663566,87875860.0,13160794.790525232,-0.654265957113701,163.57000732421875,-0.02439458576019915
2022-04-13,AAPL,167.38999938964844,171.0399932861328,166.77000427246094,170.39999389648438,166.80160522460938,70618900,0.016342539511671417,0.016210437524274854,-0.023356783275220394,-0.03967133068644679,0.015494249674194898,86291795.0,13239652.794719009,-1.183784442311928,163.57000732421875,-0.04008208225884535
2022-04-14,AAPL,170.6199951171875,171.27000427246094,165.0399932861328,165.2899932861328,161.7994842529297,75329400,-0.02998826756681583,-0.030447112265913557,-0.02117490557302626,-0.046221790186795286,0.017168142218838573,86277495.0,13251939.918584127,-0.8261503649474532,161.5,-0.022929357130361594
2022-04-18,AAPL,163.9199981689453,166.60000610351562,163.57000732421875,165.07000732421875,161.5841522216797,69023900,-0.0013309091345490298,-0.0013317955807180728,-0.013267113008026965,-0.043072637637839306,0.016558721288595965,83553105.0,10511945.13901987,-1.3821614180679314,158.4600067138672,-0.04004361977987114
2022-04-19,AAPL,165.02000427246094,167.82000732421875,163.91000366210938,167.39999389648438,163.86495971679688,67723800,0.014115141872437453,0.014016450864878151,-0.06332133351976887,-0.04731181874380963,0.016747774417933396,82148725.0,10663203.474165147,-1.3527759303242002,156.72000122070312,-0.06379924172748463
2022-04-20,AAPL,168.75999450683594,168.8800048828125,166.10000610351562,167.22999572753906,163.69854736328125,67929800,-0.0010155207595194948,-0.0010160367500883375,-0.06374447572604258,-0.007235492949778655,0.016069196383838677,81468615.0,11128249.364580657,-1.2166167881797982,155.3800048828125,-0.07086043860237412
2022-04-21,AAPL,168.91000366210938,171.52999877929688,165.91000366210938,166.4199981689453,162.9056396484375,87227800,-0.004843614060203949,-0.004855382374947397,-0.01670471583874611,-0.05798578297475976,0.015967277601687542,80926870.0,10525296.711562168,0.5986463063866267,155.3800048828125,-0.06633814089413281
2022-04-22,AAPL,166.4600067138672,167.8699951171875,161.5,161.7899932861328,158.3734130859375,84882400,-0.02782120498590701,-0.02821554594984485,-0.025588723415833625,-0.02787560846769932,0.016018016686925332,80664420.0,10347643.49342147,0.40762710878873887,155.3800048828125,-0.0396191895007002
2022-04-25,AAPL,161.1199951171875,163.1699981689453,158.4600067138672,162.8800048828125,159.44041442871094,96046400,0.006737200333224225,0.006714606820305089,-0.03020627468967174,-0.06642931606002489,0.016103531388048566,81439430.0,10903836.394450702,1.3396174953096267,153.27000427246094,-0.05900049313766709
2022-04-26,AAPL,162.25,162.33999633789062,156.72000122070312,156.8000030517578,153.4888153076172,95623200,-0.03732810442527357,-0.038042635961083655,0.017091789691461967,-0.014604646048163472,0.017650342547094234,81701995.0,11189729.355058042,1.2441056041902623,153.27000427246094,-0.022512746878784573
2022-04-27,AAPL,155.91000366210938,159.7899932861328,155.3800048828125,156.57000732421875,153.263671875,88063200,-0.001466809458308127,-0.0014678862764217597,0.06035636779829434,-0.0643163240285618,0.016713493723605297,81075685.0,10399586.011106165,0.6719031885055552,153.27000427246094,-0.02107685314802532
2022-04-28,AAPL,159.25,164.52000427246094,158.92999267578125,163.63999938964844,160.18438720703125,130216800,0.04515546870218534,0.04416564822872782,-0.041982370708943395,-0.12881937123979337,0.02031896878934972,82954865.0,14983364.592748757,3.1542938642014056,153.27000427246094,-0.06337078437952792
2022-04-29,AAPL,161.83999633789062,166.1999969482422,157.25,157.64999389648438,154.32086181640625,131747600,-0.036604775821961866,-0.03729154205589352,-0.0023469402569749054,-0.06685692162508772,0.021401308598229286,84389780.0,18066089.38188661,2.621365310385424,153.27000427246094,-0.02778299900791248
2022-05-02,AAPL,156.7100067138672,158.22999572753906,153.27000427246094,157.9600067138672,154.6243133544922,123055300,0.0019664626031408172,0.0019645316465775583,-0.03735128453090575,-0.07862758229829847,0.021445756062619465,86604980.0,19955708.700298224,1.8265610381181439,151.49000549316406,-0.04095974262917734
2022-05-03,AAPL,158.14999389648438,160.7100067138672,156.32000732421875,159.47999572753906,156.1121826171875,88966500,0.009622619328101267,0.009576616801167188,-0.0311637907815977,-0.06420861869014183,0.02068270183885494,87229885.0,19816782.205103338,0.08763355130142049,151.49000549316406,-0.05010026616771024
2022-05-04,AAPL,159.6699981689453,166.47999572753906,159.25999450683594,166.02000427246094,162.51409912109375,108256500,0.0410083315784322,0.04018979303829941,-0.11757621834791676,-0.15178891880333667,0.022847382342151668,88972620.0,20067717.438072424,0.960940378969791,145.80999755859375,-0.12173235871443466
2022-05-05,AAPL,163.85000610351562,164.0800018310547,154.9499969482422,156.77000427246094,153.45945739746094,130525300,-0.05571617733980727,-0.057328498428013956,-0.0906423826408187,-0.12387572647630996,0.025581251116165923,91045945.0,22114768.38936454,1.7852031866174305,138.8000030517578,-0.11462652759434688
2022-05-06,AAPL,156.00999450683594,159.44000244140625,154.17999267578125,157.27999877929688,154.18482971191406,116124600,0.0032531383104996703,0.0032478583040279896,-0.06466173860553215,-0.12519075911894073,0.02560138379602485,92972440.0,22555162.69790228,1.0264683216917447,138.8000030517578,-0.1174974305122618
2022-05-09,AAPL,154.92999267578125,155.8300018310547,151.49000549316406,152.05999755859375,149.06761169433594,131577900,-0.03318922470255159,-0.03375248489277417,-0.042877840175872484,-0.05885832626554832,0.026369722462076015,95722560.0,23771091.047750026,1.5083590369485278,138.8000030517578,-0.08720238537243452
2022-05-10,AAPL,155.52000427246094,156.74000549316406,152.92999267578125,154.50999450683594,151.4693603515625,115366700,0.01611204121779708,0.015983619865422377,-0.03410775484454964,-0.0915797967739772,0.026329161356653266,97878560.0,23483521.81066546,0.7446983523594596,138.8000030517578,-0.10167621521974146
2022-05-11,AAPL,153.5,155.4499969482422,145.80999755859375,146.5,143.61700439453125,142689800,-0.05184127106082803,-0.0532333551530453,-0.03877128106335326,-0.04081908346443042,0.028212613813690918,101049790.0,25066748.9983696,1.6611651555895168,138.8000030517578,-0.05255970613134597
2022-05-12,AAPL,142.77000427246094,146.1999969482422,138.8000030517578,142.55999755859375,139.75453186035156,182602000,-0.026894214617107504,-0.027262481860087676,-0.036545956399422375,0.008557808933755684,0.028038924895201545,106648945.0,29943991.01217709,2.536504067514339,136.60000610351562,-0.041806899250461216
2022-05-13,AAPL,144.58999633789062,148.10000610351562,143.11000061035156,147.11000061035156,144.21498107910156,113990900,0.03191640803646689,0.03141766381403283,-0.0647135084831959,0.01719800672150118,0.02894459975300359,108582020.0,29050286.874307785,0.18619024395189845,132.61000061035156,-0.09856569872775656
2022-05-16,AAPL,145.5500030517578,147.52000427246094,144.17999267578125,145.5399932861328,142.6759033203125,86643800,-0.010672335787539122,-0.010729693622863048,-0.016696391286784462,0.022674200934378108,0.028950711296582495,109463015.0,28036988.51718781,-0.8138967915905411,132.61000061035156,-0.08884150935997903
2022-05-17,AAPL,148.86000061035156,149.77000427246094,146.67999267578125,149.24000549316406,146.30307006835938,78336300,0.02542264929033622,0.025104868372337663,-0.059501504663367566,-0.0035513184118795005,0.029467449823590616,109993640.0,27296096.537212834,-1.1597753531110748,132.61000061035156,-0.11143128029149152
2022-05-18,AAPL,146.85000610351562,147.36000061035156,139.89999389648438,140.82000732421875,138.0487823486328,109742900,-0.056419176219683176,-0.05807325405834499,-0.00213040076803217,0.07378212504794779,0.03157156813965658,112084295.0,25443167.11669105,-0.09202451052031232,132.61000061035156,-0.05830142228983681
2022-05-19,AAPL,139.8800048828125,141.66000366210938,136.60000610351562,137.35000610351562,134.64707946777344,136095600,-0.024641393553644142,-0.024950074123233013,0.04681465154748676,0.05846376718210666,0.031774466092814486,114527685.0,25276403.220879752,0.8532825976673639,132.61000061035156,-0.03451041341484684
2022-05-20,AAPL,139.08999633789062,140.6999969482422,132.61000061035156,137.58999633789062,134.8823699951172,137426100,0.0017472895792529641,0.0017457648446596189,0.08757906368545632,0.062141167812526765,0.031543128016193564,117154870.0,24758291.649042606,0.8187652963844086,137.13999938964844,-0.0032705644321487926
