date,ticker,close,volume,daily_return,return_5d_forward,return_10d_forward,drawdown_5d_forward,volume_zscore,rolling_volatility_20d,ai_trend_score,sec_ai_density,trend_bucket,volume_bucket,volatility_bucket,recent_return_bucket,sec_ai_bucket,state
2022-03-31,AAPL,174.61000061035156,103049300,-0.017775797863323284,-0.014145817605344502,-0.05337613705767452,-0.027260720979309983,0.44504808112627275,0.020764028632239057,,,missing,high,high,low,nan,trend=missing|volume=high|volatility=high|recent_return=low|sec_ai=nan
2022-04-01,AAPL,174.30999755859375,78751300,-0.0017181321270783867,-0.024209748607704418,-0.05300895165963737,-0.029315591084406067,-1.3085535132820636,0.02020018282294163,,,missing,low,high,medium,nan,trend=missing|volume=low|volatility=high|recent_return=medium|sec_ai=nan
2022-04-04,AAPL,178.44000244140625,76468400,0.023693448113463633,-0.07111635433637264,-0.061869583018791086,-0.07251738547613684,-1.3312015164855169,0.01961119122049603,,,missing,low,high,high,nan,trend=missing|volume=low|volatility=high|recent_return=high|sec_ai=nan
2022-04-05,AAPL,175.05999755859375,73401800,-0.018941968373500706,-0.04227118701979615,-0.04472753307581834,-0.054609834867579976,-1.5294118045364002,0.020016482339223717,,,missing,low,high,low,nan,trend=missing|volume=low|volatility=high|recent_return=low|sec_ai=nan
2022-04-06,AAPL,171.8300018310547,89058800,-0.018450792714411857,-0.008322224985927162,-0.03148462785578365,-0.036838746223598506,-0.2920744375505732,0.019431581138384717,,,missing,medium,high,low,nan,trend=missing|volume=medium|volatility=high|recent_return=low|sec_ai=nan
2022-04-07,AAPL,172.13999938964844,77594700,0.0018040944846089424,-0.03979322718603162,-0.06012551493094764,-0.04124553345352566,-1.0743757821709154,0.018110550741232603,,,missing,low,high,medium,nan,trend=missing|volume=low|volatility=high|recent_return=medium|sec_ai=nan
2022-04-08,AAPL,170.08999633789062,76575500,-0.01190892912179875,-0.029513722862921754,-0.0423892739744387,-0.03833258365600556,-1.0466707627806409,0.017308340431797554,,,missing,low,high,low,nan,trend=missing|volume=low|volatility=high|recent_return=low|sec_ai=nan
2022-04-11,AAPL,165.75,72246700,-0.025515882364234077,0.009954714307597978,-0.05399696499693629,-0.013152293669871806,-1.2505988739734841,0.017209564199853054,,,missing,low,high,low,nan,trend=missing|volume=low|volatility=high|recent_return=low|sec_ai=nan
2022-04-12,AAPL,167.66000366210938,79265200,0.01152340067637625,-0.002564761572097507,-0.0661457479163644,-0.02439458576019915,-0.654265957113701,0.016290232547663566,,,missing,low,medium,high,nan,trend=missing|volume=low|volatility=medium|recent_return=high|sec_ai=nan
2022-04-13,AAPL,170.39999389648438,70618900,0.016342539511671417,-0.023356783275220394,-0.03967133068644679,-0.04008208225884535,-1.183784442311928,0.015494249674194898,,,missing,low,medium,high,nan,trend=missing|volume=low|volatility=medium|recent_return=high|sec_ai=nan
