ticker,cik,filing_date,form,accession_number,primary_document,filing_url,ai_keyword_hits,word_count,ai_intensity_per_1000_words
AMZN,0001018724,2020-01-30,8-K,0001018724-20-000002,amzn-20191231x8k.htm,https://www.sec.gov/Archives/edgar/data/1018724/000101872420000002/amzn-20191231x8k.htm,0,236,0.0
AMZN,0001018724,2020-01-31,10-K,0001018724-20-000004,amzn-20191231x10k.htm,https://www.sec.gov/Archives/edgar/data/1018724/000101872420000004/amzn-20191231x10k.htm,4,31673,0.12629053136741072
AMZN,0001018724,2020-04-16,8-K,0001193125-20-108427,d902615d8k.htm,https://www.sec.gov/Archives/edgar/data/1018724/000119312520108427/d902615d8k.htm,0,202,0.0
AMZN,0001018724,2020-04-30,8-K,0001018724-20-000008,amzn-20200331x8k.htm,https://www.sec.gov/Archives/edgar/data/1018724/000101872420000008/amzn-20200331x8k.htm,0,228,0.0
AMZN,0001018724,2020-05-01,10-Q,0001018724-20-000010,amzn-20200331x10q.htm,https://www.sec.gov/Archives/edgar/data/1018724/000101872420000010/amzn-20200331x10q.htm,2,19109,0.10466272437071536
AMZN,0001018724,2020-05-29,8-K,0001018724-20-000015,amznx2020x05x29x8k.htm,https://www.sec.gov/Archives/edgar/data/1018724/000101872420000015/amznx2020x05x29x8k.htm,0,631,0.0
AMZN,0001018724,2020-06-03,8-K,0001193125-20-159531,d933420d8k.htm,https://www.sec.gov/Archives/edgar/data/1018724/000119312520159531/d933420d8k.htm,0,500,0.0
AMZN,0001018724,2020-06-23,8-K,0001193125-20-176528,d948849d8k.htm,https://www.sec.gov/Archives/edgar/data/1018724/000119312520176528/d948849d8k.htm,0,480,0.0
AMZN,0001018724,2020-07-30,8-K,0001018724-20-000019,amzn-20200730.htm,https://www.sec.gov/Archives/edgar/data/1018724/000101872420000019/amzn-20200730.htm,0,228,0.0
AMZN,0001018724,2020-07-31,10-Q,0001018724-20-000021,amzn-20200630.htm,https://www.sec.gov/Archives/edgar/data/1018724/000101872420000021/amzn-20200630.htm,2,21502,0.09301460329271696
AMZN,0001018724,2020-08-21,8-K,0001193125-20-226520,d789139d8k.htm,https://www.sec.gov/Archives/edgar/data/1018724/000119312520226520/d789139d8k.htm,0,255,0.0
AMZN,0001018724,2020-09-09,8-K,0001018724-20-000026,amzn-20200909.htm,https://www.sec.gov/Archives/edgar/data/1018724/000101872420000026/amzn-20200909.htm,0,369,0.0
AMZN,0001018724,2020-10-29,8-K,0001018724-20-000028,amzn-20201029.htm,https://www.sec.gov/Archives/edgar/data/1018724/000101872420000028/amzn-20201029.htm,0,228,0.0
AMZN,0001018724,2020-10-30,10-Q,0001018724-20-000030,amzn-20200930.htm,https://www.sec.gov/Archives/edgar/data/1018724/000101872420000030/amzn-20200930.htm,2,20628,0.09695559433779329
AMZN,0001018724,2021-01-27,8-K,0001193125-21-018066,d30366d8k.htm,https://www.sec.gov/Archives/edgar/data/1018724/000119312521018066/d30366d8k.htm,0,192,0.0
AMZN,0001018724,2021-02-02,8-K,0001018724-21-000002,amzn-20210202.htm,https://www.sec.gov/Archives/edgar/data/1018724/000101872421000002/amzn-20210202.htm,0,351,0.0
AMZN,0001018724,2021-02-03,10-K,0001018724-21-000004,amzn-20201231.htm,https://www.sec.gov/Archives/edgar/data/1018724/000101872421000004/amzn-20201231.htm,6,32235,0.18613308515588647
AMZN,0001018724,2021-04-15,8-K,0001104659-21-050346,tm216818d3_8k.htm,https://www.sec.gov/Archives/edgar/data/1018724/000110465921050346/tm216818d3_8k.htm,0,228,0.0
AMZN,0001018724,2021-04-29,8-K,0001018724-21-000008,amzn-20210429.htm,https://www.sec.gov/Archives/edgar/data/1018724/000101872421000008/amzn-20210429.htm,0,228,0.0
AMZN,0001018724,2021-04-30,10-Q,0001018724-21-000010,amzn-20210331.htm,https://www.sec.gov/Archives/edgar/data/1018724/000101872421000010/amzn-20210331.htm,1,19550,0.05115089514066496
AMZN,0001018724,2021-05-12,8-K,0001193125-21-159084,d508532d8k.htm,https://www.sec.gov/Archives/edgar/data/1018724/000119312521159084/d508532d8k.htm,0,673,0.0
AMZN,0001018724,2021-05-28,8-K,0001018724-21-000012,amzn-20210526.htm,https://www.sec.gov/Archives/edgar/data/1018724/000101872421000012/amzn-20210526.htm,0,443,0.0
AMZN,0001018724,2021-07-02,8-K,0001018724-21-000016,amzn-20210628.htm,https://www.sec.gov/Archives/edgar/data/1018724/000101872421000016/amzn-20210628.htm,0,363,0.0
AMZN,0001018724,2021-07-29,8-K,0001018724-21-000018,amzn-20210729.htm,https://www.sec.gov/Archives/edgar/data/1018724/000101872421000018/amzn-20210729.htm,0,228,0.0
AMZN,0001018724,2021-07-30,10-Q,0001018724-21-000020,amzn-20210630.htm,https://www.sec.gov/Archives/edgar/data/1018724/000101872421000020/amzn-20210630.htm,1,20356,0.04912556494399685
AMZN,0001018724,2021-09-20,8-K,0001018724-21-000022,amzn-20210920.htm,https://www.sec.gov/Archives/edgar/data/1018724/000101872421000022/amzn-20210920.htm,0,401,0.0
AMZN,0001018724,2021-10-28,8-K,0001018724-21-000026,amzn-20211028.htm,https://www.sec.gov/Archives/edgar/data/1018724/000101872421000026/amzn-20211028.htm,0,228,0.0
